更新时间,#genre#
CCTV-16,http://111.196.131.46:20000/rtp/239.3.1.183:8001$1920x1080
CCTV-16,http://114.246.180.128:4022/rtp/239.3.1.183:8001$1920x1080
CCTV-16,http://111.199.232.88:18888/rtp/239.3.1.183:8001$1920x1080
CCTV-16,http://123.113.187.204:8000/rtp/239.3.1.183:8001$1920x1080
CCTV-16,http://221.218.157.61:3527/rtp/239.3.1.183:8001$1920x1080
CCTV-16,http://beijing_unicom_udpxy_114_254_2222_1.isus.cc:2222/rtp/239.3.1.183:8001$1920x1080
CCTV-16,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/5000000008000023254/index.m3u8?channel-id=bestzb&Contentid=5000000008000023254&livemode=1&stbId=no
CCTV-16,http://58.17.48.228:808/hls/25/index.m3u8
CCTV-16,http://222.80.12.231:4022/udp/238.125.5.34:5140$1920x1080
CCTV-16,http://61.138.128.226:19901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16,http://www.72444165.xyz:5005/itv/ystenlive/1000000006000233002
CCTV-16,http://115.234.227.164:8808/udp/233.50.200.112:5140$1920x1080
CCTV-16,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000008000023253/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000008000023253
CCTV-16,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/5000000008000023254/index.m3u8?channel-id=bestzb&Contentid=5000000008000023254&livemode=1&stbId=no
CCTV-16,http://kxrj.site:35455/itv/1000000006000233002.m3u8?cdn=ystenlive$1920x1080
CCTV-16,http://122.9.151.210:887/rtp/238.255.2.219:5999
CCTV-17,http://106.57.0.102:55555/rtp/239.200.201.128:8504$1920x1080
CCTV-17,http://123.56.129.203:4310/rtp/225.1.8.17:8144
CCTV-17,http://123.56.129.203:4310/rtp/225.1.8.117:8064
CCTV-17,http://123.117.36.74:4001/rtp/239.3.1.151:8144$1920x1080
CCTV-17,http://123.121.93.25:8686/rtp/239.3.1.151:8144$1920x1080
CCTV-17,http://114.249.229.59:8012/rtp/239.3.1.151:8144$1920x1080
CCTV-17,http://111.196.131.46:20000/rtp/239.3.1.151:8144$1920x1080
CCTV-17,http://114.246.180.128:4022/rtp/239.3.1.151:8144$1920x1080
CCTV-17,http://111.199.232.88:18888/rtp/239.3.1.151:8144$1920x1080
CCTV-17,http://123.113.187.204:8000/rtp/239.3.1.151:8144$1920x1080
CCTV-17,http://58.57.21.166:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000006000268004/index.m3u8?channel-id=ystenlive&Contentid=1000000006000268004&livemode=1&stbId=no
CCTV-17,http://kxrj.site:35455/ysptp/cctv17.m3u8$1920x1080
CCTV-17,http://139.196.228.200:5678/mghd1080.php?id=cctv17$1920x1080
CCTV-17,http://58.48.5.186:1111/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://122.9.151.210:887/rtp/238.255.2.137:5999
CCTV-17,http://101.43.66.162/migunew.php?id=cctv17
CCTV-17,http://123.138.22.30:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://kxrj.site:998/123/mg.php?id=cctv17$1920x1080
CCTV-17,http://60.210.100.54:352/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CETV1,http://106.57.0.102:55555/rtp/239.200.201.145:8852$1920x1080
CETV1,http://123.56.129.203:4310/rtp/225.1.8.169:4120
CETV1,http://123.117.36.74:4001/rtp/239.3.1.57:8152$1920x1080
CETV1,http://123.121.93.25:8686/rtp/239.3.1.57:8152$1920x1080
CETV1,http://114.249.229.59:8012/rtp/239.3.1.57:8152$1920x1080
CETV1,http://111.196.131.46:20000/rtp/239.3.1.57:8152$1920x1080
CETV1,http://114.246.180.128:4022/rtp/239.3.1.57:8152$1920x1080
CETV1,http://111.199.232.88:18888/rtp/239.3.1.57:8152$1920x1080
CETV1,http://123.113.187.204:8000/rtp/239.3.1.57:8152$1920x1080
CETV1,http://221.218.157.61:3527/rtp/239.3.1.57:8152$1920x1080
CETV1,http://beijing_unicom_udpxy_114_254_2222_1.isus.cc:2222/rtp/239.3.1.57:8152$1920x1080
CETV1,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.57:8152$1920x1080
CETV1,http://36.49.51.252:30007/rtp/239.37.0.193:5540$1920x1080
CETV1,http://171.213.203.88:8686/rtp/239.93.1.111:5140$1920x1080
CETV1,http://171.213.194.169:888/rtp/239.93.1.111:5140$1920x1080
CETV1,http://222.211.162.3:8888/rtp/239.93.1.111:5140
CETV1,http://yuzhe.ltd:5555/rtp/239.93.1.111:5140$1920x1080
CETV1,http://14.135.72.70:2222/rtp/239.121.4.180:9064
CETV1,http://106.45.11.192:8888/rtp/239.121.4.180:9064$1920x1080
CETV1,http://14.135.72.70:8888/rtp/239.121.4.180:9064$1920x1080
CETV1,http://182.32.160.32:9997/rtp/239.21.2.7:5002$1920x1080
CETV1,http://112.226.139.185:9999/rtp/239.253.254.110:8000$1920x1080
CETV1,http://124.129.78.38:3333/rtp/239.253.254.110:8000$1920x1080
CETV1,http://115.230.188.101:9999/rtp/233.50.201.75:5140$1920x1080
CETV1,http://120.55.49.231:3095/rtp/233.50.201.75:5140
CETV1,http://60.189.60.218:9999/rtp/233.50.201.75:5140$1920x1080
CETV1,http://119.98.51.196:4022/rtp/239.69.1.110:10298$1920x1080
CETV1,http://111.172.4.48:8888/rtp/239.69.1.110:10298$1920x1080
CETV1,http://119.98.37.126:8888/rtp/239.69.1.110:10298$1920x1080
CETV1,http://119.98.133.138:4000/rtp/239.69.1.110:10298$1920x1080
CETV2,http://106.57.0.102:55555/rtp/239.200.201.121:8780$1920x1080
CETV2,http://123.56.129.203:4310/rtp/225.1.8.193:4120
CETV2,http://123.117.36.74:4001/rtp/239.3.1.54:4120$1920x1080
CETV2,http://123.121.93.25:8686/rtp/239.3.1.54:4120$1920x1080
CETV2,http://114.249.229.59:8012/rtp/239.3.1.54:4120$1920x1080
CETV2,http://111.196.131.46:20000/rtp/239.3.1.54:4120$1920x1080
CETV2,http://114.246.180.128:4022/rtp/239.3.1.54:4120$1920x1080
CETV2,http://111.199.232.88:18888/rtp/239.3.1.54:4120$1920x1080
CETV2,http://123.113.187.204:8000/rtp/239.3.1.54:4120$1920x1080
CETV2,http://221.218.157.61:3527/rtp/239.3.1.54:4120$1920x1080
CETV2,http://beijing_unicom_udpxy_114_254_2222_1.isus.cc:2222/rtp/239.3.1.54:4120$1920x1080
CETV2,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.54:4120$1920x1080
CETV2,http://171.213.203.88:8686/rtp/239.93.0.113:5140$1920x1080
CETV2,http://171.213.194.169:888/rtp/239.93.0.113:5140$1920x1080
CETV2,http://222.211.162.3:8888/rtp/239.93.0.113:5140
CETV2,http://yuzhe.ltd:5555/rtp/239.93.0.113:5140$1920x1080
CETV2,http://14.135.72.70:2222/rtp/239.121.4.60:8334
CETV2,http://106.45.11.192:8888/rtp/239.121.4.60:8334$1920x1080
CETV2,http://14.135.72.70:8888/rtp/239.121.4.60:8334$1920x1080
CETV2,http://182.32.160.32:9997/rtp/239.21.2.8:5002$1920x1080
CETV2,http://122.9.151.210:887/rtp/238.255.2.221:5999
CETV2,http://36.46.98.55:8010/rtp/239.109.205.48:8320$1920x1080
CETV4,http://106.57.0.102:55555/rtp/239.200.201.122:8784$1920x1080
CETV4,http://123.56.129.203:4310/rtp/225.1.8.195:4120
CETV4,http://123.117.36.74:4001/rtp/239.3.1.56:4120$1920x1080
CETV4,http://123.121.93.25:8686/rtp/239.3.1.56:4120$1920x1080
CETV4,http://114.249.229.59:8012/rtp/239.3.1.56:4120$1920x1080
CETV4,http://111.196.131.46:20000/rtp/239.3.1.56:4120$1920x1080
CETV4,http://114.246.180.128:4022/rtp/239.3.1.56:4120$1920x1080
CETV4,http://111.199.232.88:18888/rtp/239.3.1.56:4120$1920x1080
CETV4,http://123.113.187.204:8000/rtp/239.3.1.56:4120$1920x1080
CETV4,http://221.218.157.61:3527/rtp/239.3.1.56:4120$1920x1080
CETV4,http://beijing_unicom_udpxy_114_254_2222_1.isus.cc:2222/rtp/239.3.1.56:4120$1920x1080
CETV4,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.56:4120$1920x1080
CETV4,http://171.213.203.88:8686/rtp/239.93.0.50:5140$1920x1080
CETV4,http://171.213.194.169:888/rtp/239.93.0.50:5140$1920x1080
CETV4,http://222.211.162.3:8888/rtp/239.93.0.50:5140
CETV4,http://yuzhe.ltd:5555/rtp/239.93.0.50:5140$1920x1080
CETV4,http://14.135.72.70:2222/rtp/239.121.4.199:9178
CETV4,http://106.45.11.192:8888/rtp/239.121.4.199:9178$1920x1080
CETV4,http://14.135.72.70:8888/rtp/239.121.4.199:9178$1920x1080
CETV4,http://182.32.160.32:9997/rtp/239.21.1.222:5002$1920x1080
CETV4,http://112.226.139.185:9999/rtp/239.253.254.116:8000$1920x1080
CETV4,http://124.129.78.38:3333/rtp/239.253.254.116:8000$1920x1080
CETV4,http://115.230.188.101:9999/rtp/233.50.200.162:5140$1920x1080
CETV4,http://120.55.49.231:3095/rtp/233.50.200.162:5140
CETV4,http://60.189.60.218:9999/rtp/233.50.200.162:5140$1920x1080
CETV4,http://122.9.151.210:887/rtp/238.255.2.222:5999
CETV4,http://36.46.98.55:8010/rtp/239.111.205.169:5140$1920x1080
💰央视付费频道,#genre#
文化精品,http://36.46.98.55:8010/rtp/239.111.205.75:5140$1920x1080
央视台球,http://14.135.72.70:2222/rtp/239.121.4.194:9148
央视台球,http://106.45.11.192:8888/rtp/239.121.4.194:9148$1920x1080
央视台球,http://14.135.72.70:8888/rtp/239.121.4.194:9148$1920x1080
央视台球,http://113.248.175.124:5555/rtp/235.254.198.92:1644$1920x1080
央视台球,http://222.182.55.102:10000/rtp/235.254.198.92:1644$1920x1080
央视台球,http://www.ly123.fun:10000/rtp/235.254.198.92:1644$1920x1080
央视台球,http://125.80.154.251:8003/rtp/235.254.198.92:1644$1920x1080
央视台球,http://36.46.98.55:8010/rtp/239.111.205.70:5140$1920x1080
央视台球,http://119.135.1.16:6699/live/1077/index.m3u8
央视台球,http://222.169.41.210:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
风云音乐,http://36.46.98.55:8010/rtp/239.111.205.69:5140$1920x1080
第一剧场,http://36.46.98.55:8010/rtp/239.111.205.65:5140$1920x1080
风云剧场,http://36.46.98.55:8010/rtp/239.111.205.66:5140$1920x1080
怀旧剧场,http://36.46.98.55:8010/rtp/239.111.205.67:5140$1920x1080
女性时尚,http://36.46.98.55:8010/rtp/239.111.205.72:5140$1920x1080
高尔夫网球,http://36.46.98.55:8010/rtp/239.111.205.73:5140$1920x1080
风云足球,http://36.46.98.55:8010/rtp/239.111.205.68:5140$1920x1080
风云足球,http://58.19.38.162:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://112.234.23.81:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://59.62.8.250:9901/tsfile/live/0108_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://58.57.21.166:9901/tsfile/live/0108_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://tptvh.mobaibox.com/hwcdnbacksourceflag_223.110.243.229:80/PLTV/4/224/3221228668/1.m3u8?accountinfo=7Nbs4SAtmisdhfg9u9VfuRylKFo%2FsFe211XeT0tFiPe3sKM6ExysDo0g3A9CbIkx5b%2FFw3kQIXPRRrkOn3II%2B%2Fc0Ta4f4DIFOsGdGiU4JeF8fi9dPYnTHN8Os8jC4LZfFgCcgHZcoIABWGUx4GF9bqeo84KrB1TAVruJzkRIWcU%3D%3A20241026024257%2C-1%2C36.156.32.22%2C20241026024257%2CG_FENGSHANGZQ-CQ%2C1734208109853_10%3A13%3A6D%3AA1%3A26%3A38%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000019436166_0%2CEND&GuardEncType=2&servicetype=1&unionUrl=gitv%2Flive1%2FG_FENGSHANGZQ-CQ%2FG_FENGSHANGZQ-CQ&icpid=88888888&from=5&popid=5&hms_devid=6449&prioritypopid=5
世界地理,http://36.46.98.55:8010/rtp/239.111.205.71:5140$1920x1080
世界地理,http://112.234.23.81:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
世界地理,http://tptvh.mobaibox.com/hwcdnbacksourceflag_223.110.243.200:80/PLTV/4/224/3221228680/1.m3u8?accountinfo=iqf%2B%2FzVl%2BDwUCM587YmhVxYnN9tz7M5yQyLT6YcSOlC3sKM6ExysDo0g3A9CbIkxKC%2FWpogN2oDXZwE5U7VLVlZh%2Fit2Go0ns93wVa3gyyM9IWVIwKzNTTXWP6IWBZgKFgCcgHZcoIABWGUx4GF9bqeo84KrB1TAVruJzkRIWcU%3D%3A20241026024046%2C-1%2C36.156.32.22%2C20241026024046%2CG_SHIJIEDL-CQ%2C1734227797283_6F%3A4B%3AE6%3A16%3A74%3AD4%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000019436223_0%2CEND&GuardEncType=2&servicetype=1&unionUrl=gitv%2Flive1%2FG_SHIJIEDL-CQ%2FG_SHIJIEDL-CQ&icpid=88888888&from=5&popid=5&hms_devid=123&prioritypopid=5
兵器科技,http://36.46.98.55:8010/rtp/239.111.205.74:5140$1920x1080
📡卫视频道,#genre#
广东卫视,http://222.64.214.39:8899/rtp/239.45.3.230:5140$1920x1080
广东卫视,http://139.196.151.191:2051/rtp/239.45.3.230:5140
广东卫视,http://106.57.0.102:55555/rtp/239.200.200.52:8276$1920x1080
广东卫视,http://123.56.129.203:4310/rtp/225.1.8.151:8132
广东卫视,http://123.117.36.74:4001/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://123.121.93.25:8686/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://114.249.229.59:8012/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://111.196.131.46:20000/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://114.246.180.128:4022/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://111.199.232.88:18888/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://122.139.47.206:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://fangke.blueswords.com:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://123.129.70.178:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://122.9.151.210:887/rtp/238.255.2.59:5999
广东卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000014176/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014176&livemode=1&stbId=3
广东卫视,http://219.159.194.66:8181/tsfile/live/0125_1.m3u8$1920x1080
广东卫视,http://121.224.240.233:8887/rtp/239.49.8.143:6000$1920x1080
广东卫视,http://58.57.21.166:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://222.218.158.76:8181/tsfile/live/0125_1.m3u8$1920x1080
广东卫视,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000014176/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014176&livemode=1&stbId=no
香港卫视,https://stream1.freetv.fun/c751876ae5ceaa0d82b5cf2badc152342aa92a4b45bf504d12ee45966b2fc644.ctv
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
香港卫视,https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.ctv
浙江卫视,http://222.64.214.39:8899/rtp/239.45.3.178:5140$1920x1080
浙江卫视,http://139.196.151.191:2051/rtp/239.45.3.178:5140
浙江卫视,http://106.57.0.102:55555/rtp/239.200.200.35:8204$1920x1080
浙江卫视,http://123.56.129.203:4310/rtp/225.1.8.133:8284
浙江卫视,http://123.117.36.74:4001/rtp/239.3.1.137:8036$1920x1080
浙江卫视,http://123.121.93.25:8686/rtp/239.3.1.137:8036$1920x1080
浙江卫视,http://114.249.229.59:8012/rtp/239.3.1.137:8036$1920x1080
浙江卫视,http://111.196.131.46:20000/rtp/239.3.1.137:8036$1920x1080
浙江卫视,http://114.246.180.128:4022/rtp/239.3.1.137:8036$1920x1080
浙江卫视,http://111.199.232.88:18888/rtp/239.3.1.137:8036$1920x1080
浙江卫视,http://fangke.blueswords.com:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://222.218.158.76:8181/tsfile/live/0124_1.m3u8$1920x1080
浙江卫视,http://116.128.242.83:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014260&livemode=1&stbId=3
浙江卫视,http://124.116.183.146:9901/tsfile/live/0124_1.m3u8?key=txiptv
浙江卫视,http://122.9.151.210:887/rtp/238.255.2.100:5999
浙江卫视,http://58.57.21.166:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://60.223.224.176:8888/newlive/live/hls/23/live.m3u8$1920x1080
浙江卫视,http://122.139.47.206:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://123.182.60.29:9002/hls/26/index.m3u8
湖南卫视,http://222.64.214.39:8899/rtp/239.45.3.228:5140$1920x1080
湖南卫视,http://139.196.151.191:2051/rtp/239.45.3.228:5140
湖南卫视,http://106.57.0.102:55555/rtp/239.200.200.6:8012$1920x1080
湖南卫视,http://123.56.129.203:4310/rtp/225.1.8.132:8064
湖南卫视,http://123.117.36.74:4001/rtp/239.3.1.132:8012$1920x1080
湖南卫视,http://123.121.93.25:8686/rtp/239.3.1.132:8012$1920x1080
湖南卫视,http://114.249.229.59:8012/rtp/239.3.1.132:8012$1920x1080
湖南卫视,http://111.196.131.46:20000/rtp/239.3.1.132:8012$1920x1080
湖南卫视,http://114.246.180.128:4022/rtp/239.3.1.132:8012$1920x1080
湖南卫视,http://111.199.232.88:18888/rtp/239.3.1.132:8012$1920x1080
湖南卫视,http://175.0.35.92:8081/tsfile/live/0017_1.m3u8$1920x1080
湖南卫视,http://222.218.158.76:8181/tsfile/live/0128_1.m3u8$1920x1080
湖南卫视,http://171.8.138.74:85/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$1920x1080
湖南卫视,http://58.17.48.228:808/hls/31/index.m3u8
湖南卫视,http://123.166.61.70:8003/hls/58/index.m3u8
湖南卫视,http://116.128.242.83:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://121.224.240.233:8887/rtp/239.49.8.142:6000$1920x1080
湖南卫视,http://111.61.236.247:9081/hls/24/index.m3u8
湖南卫视,http://219.159.194.66:8181/tsfile/live/0128_1.m3u8$1920x1080
湖南卫视,http://171.117.183.38:8084/rtp/226.0.2.143:9056$1920x1080
北京卫视,http://222.64.214.39:8899/rtp/239.45.3.229:5140$1920x1080
北京卫视,http://139.196.151.191:2051/rtp/239.45.3.229:5140
北京卫视,http://106.57.0.102:55555/rtp/239.200.200.5:8024$1920x1080
北京卫视,http://123.56.129.203:4310/rtp/225.1.8.21:8002
北京卫视,http://36.49.51.252:30007/rtp/239.37.0.050:5540$1920x1080
北京卫视,http://171.213.203.88:8686/rtp/239.93.0.180:5140$1920x1080
北京卫视,http://171.213.194.169:888/rtp/239.93.0.180:5140$1920x1080
北京卫视,http://222.211.162.3:8888/rtp/239.93.0.180:5140
北京卫视,http://yuzhe.ltd:5555/rtp/239.93.0.180:5140$1920x1080
北京卫视,http://111.162.206.123:8686/rtp/225.1.1.113:5002$1920x1080
北京卫视,http://58.216.229.130:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://61.138.128.226:19901/tsfile/live/0122_1.m3u8
北京卫视,http://27.10.74.70:8008/udp/225.0.4.78:7980$1920x1080
北京卫视,http://60.223.224.176:8888/newlive/live/hls/18/live.m3u8$1920x1080
北京卫视,http://202.100.46.58:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://121.24.98.232:8090/hls/32/index.m3u8
北京卫视,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265027&livemode=1&stbId=3
北京卫视,http://123.129.70.178:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://123.56.129.203:2604/rtp/225.1.8.21:8002
北京卫视,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265027/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265027&livemode=1&stbId=no
湖北卫视,http://222.64.214.39:8899/rtp/239.45.3.239:5140$1920x1080
湖北卫视,http://139.196.151.191:2051/rtp/239.45.3.239:5140
湖北卫视,http://106.57.0.102:55555/rtp/239.200.200.68:8772$1920x1080
湖北卫视,http://123.56.129.203:4310/rtp/225.1.8.146:8136
湖北卫视,http://123.117.36.74:4001/rtp/239.3.1.138:8044$1920x1080
湖北卫视,http://123.121.93.25:8686/rtp/239.3.1.138:8044$1920x1080
湖北卫视,http://114.249.229.59:8012/rtp/239.3.1.138:8044$1920x1080
湖北卫视,http://111.196.131.46:20000/rtp/239.3.1.138:8044$1920x1080
湖北卫视,http://114.246.180.128:4022/rtp/239.3.1.138:8044$1920x1080
湖北卫视,http://111.199.232.88:18888/rtp/239.3.1.138:8044$1920x1080
湖北卫视,http://116.117.105.198:8096/tsfile/live/0132_1.m3u8$1920x1080
湖北卫视,http://121.24.98.232:8090/hls/57/index.m3u8
湖北卫视,http://222.218.158.76:8181/tsfile/live/0132_1.m3u8$1920x1080
湖北卫视,http://www.joaolei.cn:55667/php/yw/咪咕.php?id=hubws$1920x1080
湖北卫视,http://122.9.151.210:887/rtp/238.255.2.102:5999
湖北卫视,http://115.234.227.164:8808/udp/233.50.200.147:5140$1920x1080
湖北卫视,http://221.0.78.198:1681/hls/10229/index.m3u8
湖北卫视,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265023
湖北卫视,http://124.128.73.58:9901/tsfile/live/0132_1.m3u8
湖北卫视,http://60.223.224.176:8888/newlive/live/hls/33/live.m3u8$1920x1080
黑龙江卫视,http://222.64.214.39:8899/rtp/239.45.3.232:5140$1920x1080
黑龙江卫视,http://139.196.151.191:2051/rtp/239.45.3.232:5140
黑龙江卫视,http://106.57.0.102:55555/rtp/239.200.200.66:8016$1920x1080
黑龙江卫视,http://123.56.129.203:4310/rtp/225.1.8.141:8196
黑龙江卫视,http://123.117.36.74:4001/rtp/239.3.1.133:8016$1920x1080
黑龙江卫视,http://123.121.93.25:8686/rtp/239.3.1.133:8016$1920x1080
黑龙江卫视,http://114.249.229.59:8012/rtp/239.3.1.133:8016$1920x1080
黑龙江卫视,http://111.196.131.46:20000/rtp/239.3.1.133:8016$1920x1080
黑龙江卫视,http://114.246.180.128:4022/rtp/239.3.1.133:8016$1920x1080
黑龙江卫视,http://111.199.232.88:18888/rtp/239.3.1.133:8016$1920x1080
黑龙江卫视,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001925&livemode=1&stbId=3
黑龙江卫视,http://123.166.61.70:8003/hls/14/index.m3u8
黑龙江卫视,http://60.12.183.46:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://111.61.236.247:9081/hls/34/index.m3u8
黑龙江卫视,http://36.35.16.98:9901/tsfile/live/0001_21.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://58.57.21.166:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://121.224.240.233:8887/rtp/239.49.8.144:6000$1920x1080
黑龙江卫视,http://fangke.blueswords.com:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://124.116.183.146:9901/tsfile/live/0143_1.m3u8?key=txiptv
黑龙江卫视,http://139.196.151.191:6846/rtp/239.45.3.232:5140
安徽卫视,http://222.64.214.39:8899/rtp/239.45.1.120:5140$1920x1080
安徽卫视,http://139.196.151.191:2051/rtp/239.45.1.120:5140
安徽卫视,http://106.57.0.102:55555/rtp/239.200.200.37:8212$1920x1080
安徽卫视,http://123.56.129.203:4310/rtp/225.1.8.135:8272
安徽卫视,http://123.117.36.74:4001/rtp/239.3.1.211:8064$1920x1080
安徽卫视,http://123.121.93.25:8686/rtp/239.3.1.211:8064$1920x1080
安徽卫视,http://114.249.229.59:8012/rtp/239.3.1.211:8064$1920x1080
安徽卫视,http://111.196.131.46:20000/rtp/239.3.1.211:8064$1920x1080
安徽卫视,http://114.246.180.128:4022/rtp/239.3.1.211:8064$1920x1080
安徽卫视,http://111.199.232.88:18888/rtp/239.3.1.211:8064$1920x1080
安徽卫视,http://124.116.183.146:9901/tsfile/live/0130_1.m3u8?key=txiptv
安徽卫视,http://123.166.61.70:8003/hls/55/index.m3u8
安徽卫视,http://112.234.23.81:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://121.224.240.233:8887/rtp/239.49.8.204:6000$1920x1080
安徽卫视,http://fangke.blueswords.com:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://113.57.20.158:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://222.218.158.86:8181/tsfile/live/0130_1.m3u8
安徽卫视,http://171.117.183.38:8085/rtp/226.0.2.145:9072$1920x1080
安徽卫视,http://58.48.37.158:1111/tsfile/live/0130_2.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://124.128.73.58:9901/tsfile/live/0130_1.m3u8
重庆卫视,http://222.64.214.39:8899/rtp/239.45.1.84:5140$1920x1080
重庆卫视,http://139.196.151.191:2051/rtp/239.45.1.84:5140
重庆卫视,http://106.57.0.102:55555/rtp/239.200.200.49:8264$1920x1080
重庆卫视,http://123.56.129.203:4310/rtp/225.1.8.148:8296
重庆卫视,http://123.117.36.74:4001/rtp/239.3.1.122:8160$1920x1080
重庆卫视,http://123.121.93.25:8686/rtp/239.3.1.122:8160$1920x1080
重庆卫视,http://114.249.229.59:8012/rtp/239.3.1.122:8160$1920x1080
重庆卫视,http://111.196.131.46:20000/rtp/239.3.1.122:8160$1920x1080
重庆卫视,http://114.246.180.128:4022/rtp/239.3.1.122:8160$1920x1080
重庆卫视,http://111.199.232.88:18888/rtp/239.3.1.122:8160$1920x1080
重庆卫视,http://122.9.151.210:887/rtp/238.255.2.78:5999
重庆卫视,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000001096/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001096&livemode=1&stbId=no
重庆卫视,http://222.218.158.86:8181/tsfile/live/0142_1.m3u8
重庆卫视,http://121.24.98.154:8090/hls/78/index.m3u8
重庆卫视,http://123.129.70.178:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265017/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265017&livemode=1&stbId=no
